,index,Company,TypeName,Inches,OpSys,Price,Resolution,Screen,Cpu Company,Cpu Core,Memory Size,Memory Type,Gpu Company,Weight Range,Ram Size,GHZ Size
775,881,HP,2 in 1 Convertible,15.6,Windows 10,59721,1366x768,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,4,2.5
776,885,HP,2 in 1 Convertible,13.3,Windows 10,156890,1920x1080,Full HD,Intel,i5,256GB,SSD,Intel,1-2 kg,4,2.5
777,890,HP,Notebook,14.0,Windows 10,110320,1920x1080,Missing,Intel,i5,128GB,SSD,Intel,1-2 kg,4,2.5
778,916,HP,Notebook,13.3,Windows 10,83721,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
779,927,HP,Notebook,15.6,Windows 10,101599,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,2-3 kg,8,2.3
780,929,HP,Notebook,14.0,Windows 10,100204,1366x768,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,4,2.3
781,931,HP,Ultrabook,12.5,Windows 10,137704,1920x1080,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,4,2.3
782,935,HP,Netbook,12.5,Windows 10,145553,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
783,940,HP,Gaming,17.3,Windows 10,122006,1920x1080,IPS Panel,Intel,i5,128GB,Hybride,Nvidia,2-3 kg,8,2.3
784,964,HP,Notebook,15.6,Windows 10,73823,1366x768,Missing,Intel,i5,1TB,HDD,Nvidia,2-3 kg,8,2.50
785,975,HP,Notebook,15.6,Windows 10,85378,1920x1080,IPS Panel,Intel,i5,128GB,Hybride,Nvidia,2-3 kg,8,2.70
786,986,HP,Notebook,15.6,Windows 10,70291,1920x1080,Missing,Intel,i5,1TB,HDD,Intel,2-3 kg,8,2.5
787,1001,HP,Notebook,13.3,Windows 10,103692,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
788,1003,HP,Notebook,14.0,Windows 10,67936,1366x768,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,4,2.5
789,1005,HP,Notebook,14.0,Windows 10,95930,1366x768,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,4,2.4
790,1006,HP,Notebook,14.0,Windows 10,105088,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,4,2.5
791,1008,HP,Notebook,14.0,Windows 10,91505,1920x1080,Missing,Intel,i5,256GB,SSD,Nvidia,1-2 kg,8,2.5
792,1011,HP,Ultrabook,12.5,Windows 10,134216,1920x1080,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,4,2.5
793,1012,HP,Notebook,14.0,Windows 10,138663,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,4,2.5
794,1022,HP,Notebook,13.3,Windows 10,100204,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
795,1025,HP,Ultrabook,12.5,Windows 10,135960,1366x768,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,4,2.5
796,1026,HP,Notebook,14.0,Windows 10,103692,1366x768,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,4,2.5
797,1027,HP,Notebook,14.0,Windows 10,92442,1366x768,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,4,2.5
798,1029,HP,Notebook,17.3,Windows 10,94186,1920x1080,Missing,Intel,i5,256GB,SSD,Nvidia,2-3 kg,8,2.5
799,1030,HP,Notebook,14.0,Windows 10,84855,1366x768,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,4,2.5
800,1033,HP,Notebook,14.0,Windows 7,104215,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
801,1036,HP,Notebook,15.6,Windows 10,64709,1366x768,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,4,2.5
802,1039,HP,Notebook,14.0,Windows 10,88126,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
803,1044,HP,Notebook,14.0,Windows 10,87210,1920x1080,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,4,2.3
804,1045,HP,Notebook,15.6,Windows 10,183432,1920x1080,Missing,Intel,i5,256GB,Hybride,Intel,1-2 kg,8,2.4
805,1046,HP,Notebook,14.0,Windows 7,128111,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
806,1053,HP,Notebook,15.6,Windows 10,85378,1366x768,Missing,Intel,i5,256GB,SSD,Intel,2-3 kg,4,2.5
807,1056,HP,Notebook,15.6,No OS,43517,1366x768,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,4,2.5
808,1071,HP,Notebook,15.6,Windows 10,104564,1366x768,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,4,2.3
809,1072,HP,Ultrabook,12.5,Windows 7,104564,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
810,1079,HP,Notebook,15.6,Windows 7,81977,1920x1080,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,4,2.3
811,1085,HP,Notebook,14.0,Windows 7,89912,1920x1080,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,4,2.3
812,1094,HP,Netbook,12.5,Windows 7,139448,1366x768,Missing,Intel,i5,128GB,SSD,Intel,2-3 kg,4,2.3
813,1121,HP,Notebook,13.3,Windows 10,147384,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
814,1122,HP,Notebook,14.0,Windows 7,131948,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
815,1127,HP,Ultrabook,12.5,Windows 7,165262,1366x768,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.4
816,1129,HP,Gaming,17.3,Windows 10,98460,1920x1080,IPS Panel,Intel,i5,128GB,Hybride,Nvidia,3-4 kg,8,2.3
817,1142,HP,2 in 1 Convertible,13.3,Windows 10,142065,1920x1080,Full HD,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.4
818,1148,HP,Notebook,15.6,Windows 7,137704,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
819,1164,HP,Notebook,15.6,No OS,41598,1366x768,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,4,2.3
820,1192,HP,Notebook,15.6,Windows 10,42296,1366x768,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,4,2.5
821,1206,HP,Notebook,15.6,Windows 10,50494,1366x768,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
822,1244,HP,Notebook,14.0,Windows 7,95930,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,4,2.3
823,42,Asus,Notebook,15.6,Linux,45609,1366x768,Missing,Intel,i5,1TB,HDD,Nvidia,2-3 kg,8,2.5
824,57,Asus,Notebook,15.6,Windows 10,51121,1366x768,Missing,Intel,i5,256GB,SSD,Intel,3-4 kg,4,2.5
825,63,Asus,Notebook,14.0,Windows 10,82064,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
826,137,Asus,Gaming,17.3,Windows 10,81802,1920x1080,Missing,Intel,i5,128GB,Hybride,Nvidia,3-4 kg,8,2.5
827,157,Asus,2 in 1 Convertible,13.3,Windows 10,114681,1920x1080,Full HD,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
828,227,Asus,Notebook,15.6,Windows 10,67064,1920x1080,Missing,Intel,i5,256GB,SSD,Nvidia,3-4 kg,8,2.5
829,228,Asus,Notebook,17.3,Windows 10,77704,1920x1080,Missing,Intel,i5,256GB,Hybride,Nvidia,2-3 kg,8,2.5
830,287,Asus,Ultrabook,15.6,Windows 10,85204,1920x1080,Missing,Intel,i5,256GB,SSD,Nvidia,1-2 kg,8,2.5
831,361,Asus,Notebook,14.0,Windows 10,82413,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,3-4 kg,8,2.5
832,414,Asus,2 in 1 Convertible,13.3,Windows 10,80930,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
833,439,Asus,Notebook,15.6,Linux,48750,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,3-4 kg,4,2.5
834,462,Asus,Notebook,15.6,Windows 10,65320,1920x1080,Missing,Intel,i5,1TB,HDD,Intel,2-3 kg,8,2.5
835,534,Asus,Gaming,15.6,Windows 10,143809,1920x1080,IPS Panel,Intel,i5,128GB,Hybride,Nvidia,2-3 kg,8,2.5
836,564,Asus,Notebook,15.6,Windows 10,73169,1920x1080,Missing,Intel,i5,128GB,Hybride,Nvidia,2-3 kg,8,2.5
837,589,Asus,Gaming,17.3,Windows 10,154361,1920x1080,IPS Panel,Intel,i5,128GB,Hybride,Nvidia,2-3 kg,8,2.5
838,590,Asus,2 in 1 Convertible,15.6,Windows 10,64448,1366x768,Missing,Intel,i5,1TB,HDD,Intel,2-3 kg,8,2.5
839,628,Asus,2 in 1 Convertible,13.3,Windows 10,55728,1920x1080,Full HD,Intel,i5,1TB,HDD,Intel,1-2 kg,6,2.5
840,635,Asus,Notebook,15.6,Windows 10,79066,1920x1080,Missing,Intel,i5,1TB,HDD,Nvidia,1-2 kg,8,2.5
841,676,Asus,Ultrabook,14.0,Windows 10,98983,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
842,752,Asus,Notebook,15.6,No OS,50494,1366x768,Missing,Intel,i5,1TB,HDD,Nvidia,2-3 kg,4,2.3
843,763,Asus,Ultrabook,13.3,Windows 10,98460,3200x1800,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
844,801,Asus,Notebook,15.6,Windows 10,95843,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,2-3 kg,8,2.5
845,826,Asus,2 in 1 Convertible,13.3,Windows 10,118431,1920x1080,Touchscreen /,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
846,832,Asus,Notebook,15.6,Linux,45261,1920x1080,Missing,Intel,i5,1TB,HDD,Nvidia,2-3 kg,4,2.5
847,839,Asus,Notebook,15.6,Windows 10,51453,1920x1080,Missing,Intel,i5,128GB,HDD,Intel,2-3 kg,8,2.5
848,847,Asus,Ultrabook,13.3,Windows 10,89477,1920x1080,IPS Panel,Intel,i5,512GB,SSD,Nvidia,1-2 kg,8,2.3
849,887,Asus,Gaming,17.3,Windows 10,119468,1920x1080,Missing,Intel,i5,128GB,Hybride,Nvidia,2-3 kg,12,2.5
850,995,Asus,Notebook,13.3,Windows 10,100291,3200x1800,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
851,9,Acer,Ultrabook,14.0,Windows 10,67151,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
852,43,Acer,Notebook,15.6,Windows 10,59477,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,2-3 kg,4,1.6
853,95,Acer,2 in 1 Convertible,13.3,Windows 10,73866,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
854,161,Acer,Notebook,17.3,Windows 10,70204,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Nvidia,3-4 kg,4,1.6
855,168,Acer,Notebook,17.3,Windows 10,74477,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Nvidia,3-4 kg,8,1.6
856,188,Acer,Ultrabook,13.3,Windows 10,86250,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.2
857,234,Acer,2 in 1 Convertible,13.3,Windows 10,60087,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
858,239,Acer,Gaming,15.6,Windows 10,73779,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Nvidia,2-3 kg,8,2.5
859,326,Acer,Notebook,15.6,Windows 10,47878,1366x768,Missing,Intel,i5,1TB,HDD,Intel,2-3 kg,6,2.5
860,392,Acer,Notebook,15.6,Windows 10,60522,1366x768,Missing,Intel,i5,1TB,HDD,Nvidia,2-3 kg,12,1.6
861,446,Acer,Notebook,15.6,Linux,38529,1366x768,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,4,2.5
862,507,Acer,Notebook,15.6,Windows 10,53459,1920x1080,IPS Panel,Intel,i5,1TB,HDD,Nvidia,2-3 kg,4,1.6
863,543,Acer,Gaming,15.6,Linux,69593,1920x1080,Missing,Intel,i5,1TB,HDD,Nvidia,2-3 kg,8,2.5
864,646,Acer,Ultrabook,14.0,Windows 10,80145,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
865,651,Acer,Gaming,15.6,Linux,61831,1920x1080,Missing,Intel,i5,1TB,HDD,Nvidia,2-3 kg,8,2.5
866,679,Acer,Gaming,15.6,Windows 10,113285,1920x1080,Missing,Intel,i5,256GB,SSD,Nvidia,2-3 kg,16,2.5
867,706,Acer,2 in 1 Convertible,13.3,Windows 10,87122,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
868,733,Acer,Notebook,15.6,Windows 10,48750,1366x768,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,4,2.5
869,759,Acer,Notebook,15.6,Windows 10,52238,1366x768,Missing,Intel,i5,256GB,SSD,Intel,2-3 kg,4,2.5
870,765,Acer,Notebook,13.3,Windows 10,57122,1366x768,Missing,Intel,i5,128GB,SSD,Intel,1-2 kg,4,2.3
871,868,Acer,Notebook,14.0,Windows 10,78663,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
872,942,Acer,Notebook,15.6,Windows 10,53982,1366x768,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,4,2.5
873,962,Acer,Notebook,15.6,Windows 10,87994,1920x1080,Missing,Intel,i5,128GB,Hybride,Nvidia,2-3 kg,12,2.5
874,1095,Acer,Notebook,15.6,Windows 10,69680,1920x1080,Missing,Intel,i5,256GB,Hybride,Nvidia,2-3 kg,8,2.5
875,1134,Acer,Notebook,15.6,Windows 10,53721,1920x1080,Missing,Intel,i5,1TB,HDD,Nvidia,2-3 kg,4,2.5
876,1187,Acer,Notebook,15.6,Windows 10,60262,1920x1080,Missing,Intel,i5,256GB,SSD,Nvidia,2-3 kg,4,2.5
877,73,MSI,Gaming,17.3,Windows 10,95494,1920x1080,Missing,Intel,i5,128GB,Hybride,Nvidia,2-3 kg,8,2.5
878,448,MSI,Gaming,15.6,Windows 10,89629,1920x1080,Missing,Intel,i5,256GB,SSD,Nvidia,2-3 kg,8,2.5
879,680,MSI,Gaming,15.6,Windows 10,87026,1920x1080,Missing,Intel,i5,256GB,SSD,Nvidia,2-3 kg,8,2.5
880,786,MSI,Gaming,15.6,Windows 10,94971,1920x1080,Missing,Intel,i5,128GB,Hybride,Nvidia,2-3 kg,8,2.5
881,823,MSI,Gaming,15.6,Windows 10,104564,1920x1080,Missing,Intel,i5,256GB,SSD,Nvidia,2-3 kg,8,2.5
882,919,MSI,Gaming,15.6,Windows 10,97667,1920x1080,Missing,Intel,i5,128GB,Hybride,Nvidia,2-3 kg,8,2.5
883,143,Toshiba,Notebook,15.6,Windows 10,52500,1366x768,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,4,2.3
884,183,Toshiba,Notebook,15.6,Windows 10,69157,1366x768,Missing,Intel,i5,128GB,SSD,Intel,3-4 kg,8,2.5
885,331,Toshiba,Notebook,15.6,Windows 10,82239,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,3-4 kg,8,2.5
886,479,Toshiba,Notebook,13.3,Windows 10,145815,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
887,531,Toshiba,Notebook,15.6,Windows 10,75000,1920x1080,IPS Panel,Intel,i5,500GB,HDD,Intel,3-4 kg,8,2.5
888,648,Toshiba,Notebook,13.3,Windows 10,105785,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
889,655,Toshiba,Notebook,15.6,Windows 10,92791,1920x1080,IPS Panel,Intel,i5,500GB,HDD,Intel,3-4 kg,8,2.5
890,668,Toshiba,Notebook,15.6,Windows 10,109710,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,3-4 kg,8,2.5
891,694,Toshiba,Notebook,13.3,Windows 10,84855,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
892,742,Toshiba,Notebook,14.0,Windows 10,133867,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
893,772,Toshiba,Notebook,14.0,Windows 10,88954,1366x768,Missing,Intel,i5,128GB,SSD,Intel,1-2 kg,4,2.3
894,806,Toshiba,Notebook,15.6,Windows 10,68023,1366x768,Missing,Intel,i5,500GB,HDD,Intel,2-3 kg,4,2.3
895,821,Toshiba,Ultrabook,14.0,Windows 10,95058,1366x768,Missing,Intel,i5,128GB,SSD,Intel,1-2 kg,4,2.5
896,862,Toshiba,Notebook,13.3,Windows 10,112064,1920x1080,Missing,Intel,i5,128GB,SSD,Intel,1-2 kg,4,2.5
897,866,Toshiba,Ultrabook,13.3,Windows 10,95494,1366x768,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
898,895,Toshiba,Notebook,13.3,Windows 10,128634,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
899,934,Toshiba,Notebook,14.0,Windows 10,96367,1920x1080,IPS Panel,Intel,i5,128GB,SSD,Intel,1-2 kg,4,2.3
900,943,Toshiba,Notebook,15.6,Windows 10,97587,1366x768,Missing,Intel,i5,256GB,SSD,Intel,2-3 kg,8,2.3
901,952,Toshiba,Notebook,13.3,Windows 7,127326,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
902,960,Toshiba,Notebook,13.3,Windows 10,133867,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.4
903,973,Toshiba,Notebook,14.0,Windows 10,102907,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
904,981,Toshiba,Notebook,13.3,Windows 7,104215,1920x1080,Missing,Intel,i5,128GB,SSD,Intel,1-2 kg,4,2.3
905,984,Toshiba,Notebook,14.0,Windows 10,79797,1366x768,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,4,2.3
906,1004,Toshiba,Notebook,13.3,Windows 10,104215,1920x1080,Missing,Intel,i5,128GB,SSD,Intel,1-2 kg,4,2.3
907,1015,Toshiba,Notebook,13.3,Windows 10,105524,1366x768,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
908,1018,Toshiba,Notebook,14.0,Windows 10,129942,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
909,1021,Toshiba,Ultrabook,13.3,Windows 10,138663,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
910,0,Apple,Ultrabook,13.3,macOS,116834,2560x1600,IPS Panel,Intel,i5,128GB,SSD,Intel,1-2 kg,8,2.3
911,1,Apple,Ultrabook,13.3,macOS,78396,1440x900,Missing,Intel,i5,128GB,HDD,Intel,1-2 kg,8,1.8
912,4,Apple,Ultrabook,13.3,macOS,157291,2560x1600,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,3.1
913,7,Apple,Ultrabook,13.3,macOS,101050,1440x900,Missing,Intel,i5,256GB,HDD,Intel,1-2 kg,8,1.8
914,15,Apple,Ultrabook,13.3,macOS,132432,2560x1600,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.3
915,26,Apple,Ultrabook,13.3,Mac OS X,95843,1440x900,Missing,Intel,i5,128GB,HDD,Intel,1-2 kg,8,1.6
916,34,Apple,Ultrabook,13.3,Mac OS X,87035,1440x900,Missing,Intel,i5,256GB,HDD,Intel,1-2 kg,8,1.6
917,45,Apple,Ultrabook,13.3,macOS,123750,2560x1600,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.0
918,81,Apple,Ultrabook,12.0,macOS,131687,2304x1440,IPS Panel,Intel,i5,512GB,SSD,Intel,3-4 kg,8,1.3
919,249,Apple,Ultrabook,13.3,macOS,177908,2560x1600,IPS Panel,Intel,i5,512GB,SSD,Intel,1-2 kg,8,3.1
920,270,Apple,Ultrabook,13.3,macOS,170835,2560x1600,IPS Panel,Intel,i5,512GB,SSD,Intel,1-2 kg,8,2.9
921,1234,Apple,Ultrabook,11.6,Mac OS X,83634,1366x768,Missing,Intel,i5,256GB,HDD,Intel,1-2 kg,4,1.6
922,812,Samsung,Ultrabook,13.3,Windows 10,130727,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,3-4 kg,8,2.5
923,13,Dell,Notebook,15.6,Windows 10,43509,1920x1080,Missing,Intel,i3,256GB,SSD,AMD,2-3 kg,4,2
924,25,Dell,Notebook,15.6,Windows 10,36509,1366x768,Missing,Intel,i3,1TB,HDD,Intel,2-3 kg,4,2
925,97,Dell,Notebook,15.6,Linux,42296,1920x1080,Missing,Intel,i3,256GB,SSD,AMD,2-3 kg,4,2
926,131,Dell,Notebook,15.6,Windows 10,39157,1920x1080,Missing,Intel,i3,1TB,HDD,AMD,2-3 kg,4,2
927,175,Dell,Notebook,15.6,Windows 10,40029,1366x768,Missing,Intel,i3,1TB,HDD,Intel,2-3 kg,8,2.4
928,206,Dell,Notebook,15.6,Windows 10,38285,1366x768,Missing,Intel,i3,1TB,HDD,Intel,2-3 kg,6,2.4
929,281,Dell,Notebook,15.6,Linux,37325,1920x1080,Missing,Intel,i3,1TB,HDD,AMD,2-3 kg,4,2.0
930,416,Dell,Notebook,13.3,Windows 10,60087,1366x768,Missing,Intel,i3,128GB,SSD,Intel,1-2 kg,4,2
931,475,Dell,Notebook,14.0,Windows 10,64535,1366x768,Missing,Intel,i3,128GB,SSD,Intel,1-2 kg,8,2.3
932,481,Dell,Notebook,15.6,Windows 10,51157,1366x768,Missing,Intel,i3,1TB,HDD,Intel,2-3 kg,4,2.4
933,541,Dell,Notebook,14.0,Windows 10,64175,1920x1080,Missing,Intel,i3,128GB,SSD,Intel,1-2 kg,4,2
934,559,Dell,Notebook,15.6,Windows 10,53887,1366x768,Missing,Intel,i3,1TB,HDD,AMD,2-3 kg,4,2
935,604,Dell,Notebook,15.6,Linux,40552,1366x768,Missing,Intel,i3,1TB,HDD,AMD,2-3 kg,4,2
936,612,Dell,Notebook,15.6,Linux,38712,1366x768,Missing,Intel,i3,1TB,HDD,Intel,2-3 kg,4,2.0
937,613,Dell,Notebook,15.6,Linux,31308,1366x768,Missing,Intel,i3,1TB,HDD,Intel,2-3 kg,4,2.0
938,687,Dell,Notebook,15.6,Windows 10,47587,1366x768,Missing,Intel,i3,1TB,HDD,AMD,2-3 kg,4,2
939,727,Dell,2 in 1 Convertible,13.3,Windows 10,56599,1920x1080,Full HD,Intel,i3,1TB,HDD,Intel,1-2 kg,4,2.4
940,741,Dell,Notebook,15.6,Windows 10,57994,1366x768,Missing,Intel,i3,256GB,SSD,Intel,3-4 kg,8,2
941,764,Dell,Notebook,13.3,Windows 10,74041,1366x768,Missing,Intel,i3,500GB,HDD,Intel,1-2 kg,4,2
942,799,Dell,Notebook,15.6,Windows 10,64448,1920x1080,Missing,Intel,i3,256GB,SSD,AMD,3-4 kg,8,2
943,827,Dell,Notebook,14.0,Windows 10,51017,1366x768,Missing,Intel,i3,500GB,HDD,Intel,1-2 kg,4,2
944,886,Dell,Notebook,15.6,Linux,39741,1366x768,Missing,Intel,i3,1TB,HDD,AMD,2-3 kg,4,2.0
945,898,Dell,Notebook,15.6,Windows 10,53546,1366x768,Missing,Intel,i3,1TB,HDD,AMD,2-3 kg,4,2.0
946,936,Dell,Notebook,15.6,Windows 10,48715,1366x768,Missing,Intel,i3,1TB,HDD,Intel,2-3 kg,4,2.0
947,948,Dell,Notebook,17.3,Windows 10,57471,1600x900,Missing,Intel,i3,1TB,HDD,AMD,2-3 kg,4,2.0
948,965,Dell,Notebook,15.6,Linux,40606,1366x768,Missing,Intel,i3,1TB,HDD,AMD,2-3 kg,4,2.0
949,1002,Dell,Notebook,15.6,Windows 10,47703,1366x768,Missing,Intel,i3,128GB,SSD,Intel,2-3 kg,4,2.4
950,1020,Dell,2 in 1 Convertible,15.6,Windows 10,69418,1920x1080,IPS Panel,Intel,i3,1TB,HDD,Intel,2-3 kg,4,2.3
951,1070,Dell,Notebook,15.6,Windows 10,42033,1366x768,Missing,Intel,i3,500GB,HDD,Intel,2-3 kg,4,2.3
952,1100,Dell,Ultrabook,12.5,Windows 7,98996,1366x768,Missing,Intel,i3,500GB,HDD,Intel,1-2 kg,4,2.3
953,1101,Dell,Ultrabook,12.5,Windows 7,101771,1366x768,Missing,Intel,i3,128GB,SSD,Intel,1-2 kg,4,2.3
954,1200,Dell,Notebook,15.6,Windows 10,43517,1366x768,Missing,Intel,i3,128GB,SSD,AMD,2-3 kg,4,2.0
955,1224,Dell,2 in 1 Convertible,15.0,Windows 10,44389,1920x1080,Full HD,Intel,i3,500GB,HDD,Intel,2-3 kg,4,2.4
956,1232,Dell,Notebook,15.6,Windows 10,40902,1366x768,Missing,Intel,i3,1TB,HDD,Intel,2-3 kg,8,2.4
957,1257,Dell,Notebook,15.6,Windows 10,42732,1366x768,Missing,Intel,i3,500GB,HDD,Intel,2-3 kg,4,2
958,1262,Dell,Notebook,15.6,Windows 10,40029,1366x768,Missing,Intel,i3,1TB,HDD,Intel,2-3 kg,6,2.4
959,1276,Dell,Notebook,15.6,Windows 10,40029,1366x768,Missing,Intel,i3,1TB,HDD,Intel,2-3 kg,6,2.4
960,1290,Dell,Notebook,15.6,Windows 10,40029,1366x768,Missing,Intel,i3,1TB,HDD,Intel,2-3 kg,6,2.4
961,18,Lenovo,Notebook,15.6,No OS,43517,1920x1080,Missing,Intel,i3,1TB,HDD,Nvidia,2-3 kg,8,2.4
962,46,Lenovo,Notebook,15.6,No OS,32180,1366x768,Missing,Intel,i3,128GB,SSD,Intel,2-3 kg,4,2
963,62,Lenovo,Notebook,14.0,No OS,52238,1920x1080,IPS Panel,Intel,i3,256GB,SSD,Intel,1-2 kg,8,2.7
964,106,Lenovo,Notebook,15.6,Windows 10,36183,1920x1080,Missing,Intel,i3,1TB,HDD,Intel,1-2 kg,4,2
965,156,Lenovo,2 in 1 Convertible,14.0,Windows 10,54855,1920x1080,IPS Panel,Intel,i3,256GB,SSD,Intel,1-2 kg,4,2.4
966,240,Lenovo,Notebook,15.6,Windows 10,51366,1366x768,Missing,Intel,i3,128GB,SSD,Intel,2-3 kg,8,2
967,261,Lenovo,Notebook,15.6,No OS,38721,1920x1080,Missing,Intel,i3,256GB,SSD,Intel,2-3 kg,4,2
968,278,Lenovo,Notebook,17.3,Windows 10,42645,1600x900,Missing,Intel,i3,1TB,HDD,Intel,2-3 kg,4,2
969,333,Lenovo,Notebook,15.6,Windows 10,39157,1920x1080,Missing,Intel,i3,1TB,HDD,Intel,1-2 kg,4,2
970,364,Lenovo,Notebook,15.6,No OS,43517,1366x768,Missing,Intel,i3,256GB,SSD,Nvidia,2-3 kg,8,2
971,381,Lenovo,Notebook,15.6,No OS,35189,1920x1080,Missing,Intel,i3,128GB,SSD,Intel,1-2 kg,4,2
972,386,Lenovo,Notebook,13.3,Windows 10,47878,1920x1080,IPS Panel,Intel,i3,128GB,SSD,Intel,1-2 kg,4,2.4
973,408,Lenovo,Notebook,15.6,Windows 10,35668,1920x1080,Missing,Intel,i3,500GB,HDD,Intel,2-3 kg,4,2
974,432,Lenovo,Notebook,14.0,Windows 10,52238,1920x1080,IPS Panel,Intel,i3,128GB,SSD,Intel,1-2 kg,4,2.7
